,cat_total_funding,cat_funding_day,cat_funding_range_1_2,cat_company_age,name,funding_total_usd,status,funding_rounds,Industry_Group,funding_day,funding_range_1_2,company_age,Continent_Name
2549,level_1,level_2,level_2,level_2,Immunologix,1341116.0,success,3,Health Care & Biotechnology,530.0,495.0,13,North America
2550,level_5,level_8,level_0,level_8,Immunomedics,30000000.0,success,1,Health Care & Biotechnology,11634.0,0.0,39,North America
2551,level_2,level_7,level_4,level_5,Immunomic Therapeutics,6245999.0,failure,4,Health Care & Biotechnology,1912.0,1488.0,16,North America
2552,level_2,level_7,level_5,level_7,iMove,5717561.0,success,5,Information Technology,3469.0,3352.0,26,North America
2553,level_6,level_7,level_0,level_7,IMPAC Medical System,38730470.0,success,1,Information Technology,2473.0,0.0,31,North America
2554,level_6,level_8,level_0,level_8,Impact Products,38730470.0,failure,1,Services,17409.0,0.0,58,North America
2555,level_2,level_5,level_5,level_7,ImpactRx,4200000.0,success,3,Health Care & Biotechnology,851.0,2812.0,21,North America
2556,level_2,level_2,level_2,level_1,Impermium,9000000.0,success,2,Privacy and Security,361.0,143.0,11,North America
2557,level_7,level_2,level_4,level_6,Imperva,49000000.0,success,3,Privacy and Security,518.0,1771.0,19,North America
2558,level_3,level_6,level_0,level_6,Impeva,10000000.0,failure,1,Information Technology,1768.0,0.0,17,North America
2559,level_5,level_8,level_4,level_7,Imprimis Pharmaceuticals,22946180.0,success,2,Health Care & Biotechnology,5241.0,1099.0,23,North America
2560,level_5,level_5,level_3,level_6,Imprivata,23910000.0,success,2,Privacy and Security,1497.0,792.0,19,North America
2561,level_1,level_2,level_3,level_1,ImpulseSave,50000.0,success,3,Services,423.0,659.0,11,North America
2562,level_5,level_7,level_0,level_5,IMRIS Inc.,36834000.0,success,1,Health Care & Biotechnology,3189.0,0.0,16,North America
2563,level_2,level_1,level_3,level_1,IMRSV,3016969.0,success,7,Data Science,2.0,675.0,11,North America
2564,level_2,level_0,level_0,level_2,Inaura,8500000.0,failure,1,Information Technology,0.0,0.0,14,North America
2565,level_2,level_5,level_2,level_2,Incentive Targeting,3980000.0,success,2,Commerce & Marketing,1182.0,519.0,14,North America
2566,level_1,level_1,level_0,level_1,Incentivyze,500000.0,failure,1,Information Technology,89.0,0.0,8,North America
2567,level_6,level_8,level_0,level_7,IncentOne,38730470.0,success,1,Health Care & Biotechnology,4759.0,0.0,24,North America
2568,level_7,level_0,level_3,level_1,Incline Therapeutics,64940000.0,success,3,Health Care & Biotechnology,0.0,644.0,11,North America
2569,level_5,level_7,level_4,level_7,Inclinix,20596288.0,failure,3,Health Care & Biotechnology,4289.0,1359.0,22,North America
2570,level_5,level_8,level_4,level_7,inContact,35265624.0,success,3,Other,4746.0,1286.0,24,North America
2571,level_6,level_2,level_0,level_1,Incredible Labs,38730470.0,failure,1,Electronics,355.0,0.0,10,North America
2572,level_1,level_1,level_0,level_2,Increo Solutions,500000.0,failure,1,Information Technology,61.0,0.0,13,North America
2573,level_2,level_2,level_0,level_1,incuBET,5000000.0,failure,1,Design & Platforms,212.0,0.0,10,North America
2574,level_2,level_5,level_0,level_6,Incuity Software,7300000.0,success,1,Information Technology,952.0,0.0,17,North America
2575,level_2,level_2,level_0,level_6,Indeed,5000000.0,success,1,Information Technology,273.0,0.0,17,North America
2576,level_2,level_2,level_0,level_2,IndexTank,1600000.0,success,1,Information Technology,560.0,0.0,12,North America
2577,level_2,level_5,level_0,level_6,Indicative Software,6000000.0,success,1,Information Technology,1197.0,0.0,18,North America
2578,level_6,level_1,level_0,level_3,inDplay,38730470.0,success,1,Game & Applications,57.0,0.0,15,North America
2579,level_6,level_7,level_0,level_7,Industriaplex,38730470.0,failure,1,Services,3981.0,0.0,22,North America
2580,level_1,level_0,level_2,level_2,IndyGeek,7100.0,failure,2,Media & Publishing,0.0,275.0,12,North America
2581,level_2,level_5,level_2,level_7,iNest Realty,2500000.0,success,2,Real Estate,972.0,274.0,24,North America
2582,level_6,level_8,level_0,level_7,INetU Managed Hosting,38730470.0,success,1,Media & Publishing,5882.0,0.0,25,North America
2583,level_6,level_2,level_0,level_1,inevention Technology Inc.,38730470.0,success,1,Information Technology,366.0,0.0,9,North America
2584,level_8,level_5,level_4,level_7,Infinera Corporation,112000000.0,success,4,Information Technology,1049.0,1803.0,21,North America
2585,level_5,level_5,level_2,level_2,Infineta Systems,30000000.0,failure,2,Information Technology,857.0,395.0,13,North America
2586,level_8,level_8,level_5,level_8,Infinia,147863870.0,success,11,Science & Engineering,7670.0,2684.0,36,North America
2587,level_8,level_5,level_5,level_6,Infinity Pharmaceuticals,181040200.0,success,4,Health Care & Biotechnology,1102.0,3203.0,20,North America
2588,level_1,level_0,level_2,level_3,Infinity Box,118000.0,success,2,Information Technology,0.0,90.0,15,North America
2589,level_2,level_7,level_5,level_7,Infobionics,7000000.0,failure,2,Community and Lifestyle,2470.0,2482.0,21,North America
2590,level_5,level_7,level_0,level_7,Infoblox,30000000.0,success,1,Privacy and Security,2306.0,0.0,22,North America
2591,level_2,level_2,level_4,level_2,Infochimps,5650000.0,success,11,Information Technology,427.0,994.0,12,North America
2592,level_2,level_7,level_0,level_7,Infoglide Software Corporation,4200000.0,success,1,Design & Platforms,2460.0,0.0,25,North America
2593,level_6,level_2,level_0,level_2,Infoharmoni,38730470.0,failure,1,Information Technology,425.0,0.0,12,North America
2594,level_7,level_6,level_2,level_7,Infolibria,41000000.0,success,2,Other,1624.0,181.0,24,North America
2595,level_2,level_7,level_0,level_6,InfoLogix,3000000.0,success,1,Information Technology,3354.0,0.0,20,North America
2596,level_7,level_7,level_4,level_7,Infopia,40514852.0,failure,5,Information Technology,2000.0,1920.0,22,North America
2597,level_5,level_2,level_4,level_6,Inform Technologies,29330000.0,failure,4,Information Technology,561.0,1970.0,17,North America
2598,level_2,level_7,level_0,level_7,Informance International,6000000.0,success,1,Information Technology,3666.0,0.0,26,North America
2599,level_3,level_2,level_5,level_7,Informative,9500000.0,success,3,Media & Publishing,325.0,2656.0,22,North America
2600,level_5,level_8,level_4,level_8,Infotrieve,32755000.0,success,4,Services,5811.0,1806.0,34,North America
2601,level_7,level_8,level_4,level_7,InfraReDx,91625000.0,success,6,Health Care & Biotechnology,4396.0,1316.0,23,North America
2602,level_2,level_2,level_4,level_3,Infrastruct Security,6760000.0,failure,2,Privacy and Security,187.0,1300.0,15,North America
2603,level_6,level_1,level_0,level_5,inFreeDA,38730470.0,success,1,Media & Publishing,61.0,0.0,16,North America
2604,level_6,level_0,level_0,level_2,InGameNow,38730470.0,failure,1,Information Technology,0.0,0.0,13,North America
2605,level_2,level_7,level_4,level_7,Ingenious Med,6450000.0,success,5,Information Technology,3847.0,2005.0,22,North America
2606,level_5,level_8,level_0,level_7,Ingenuity Systems,15400000.0,success,1,Health Care & Biotechnology,4564.0,0.0,23,North America
2607,level_1,level_5,level_2,level_1,InGrid Solutions,77000.0,failure,2,Information Technology,683.0,291.0,11,North America
2608,level_1,level_0,level_3,level_1,Inhale Digital,1300000.0,failure,2,Commerce & Marketing,0.0,609.0,11,North America
2609,level_6,level_7,level_0,level_5,Inhance Media,38730470.0,success,1,Information Technology,2555.0,0.0,16,North America
2610,level_7,level_7,level_5,level_7,Inhibitex,61250000.0,success,3,Health Care & Biotechnology,2963.0,2816.0,27,North America
2611,level_5,level_8,level_2,level_7,Initiate Systems,31000000.0,success,2,Services,5287.0,130.0,27,North America
2612,level_5,level_1,level_2,level_1,Inktank,14400000.0,success,2,Information Technology,131.0,241.0,9,North America
2613,level_5,level_5,level_4,level_6,Inlet Technologies,22400000.0,success,3,Information Technology,937.0,1140.0,18,North America
2614,level_2,level_2,level_2,level_1,Whodini,3800000.0,failure,2,Information Technology,247.0,240.0,11,North America
2615,level_5,level_5,level_5,level_6,InMage Systems,35856604.0,success,5,Information Technology,1075.0,3510.0,20,North America
2616,level_1,level_2,level_0,level_2,InnerRewards,1000000.0,failure,1,Commerce & Marketing,254.0,0.0,13,North America
2617,level_5,level_5,level_5,level_7,InnerWireless,27000000.0,success,4,Electronics,1305.0,2683.0,22,North America
2618,level_5,level_5,level_4,level_6,InnerWorkings,12960000.0,success,2,Services,899.0,1021.0,19,North America
2619,level_2,level_7,level_0,level_5,innocutis,6500000.0,success,1,Health Care & Biotechnology,2309.0,0.0,16,North America
2620,level_5,level_5,level_4,level_3,Innography,16500000.0,success,4,Data Science,943.0,2008.0,15,North America
2621,level_7,level_7,level_3,level_5,InnoPharma,43000000.0,success,3,Health Care & Biotechnology,2526.0,712.0,16,North America
2622,level_5,level_7,level_0,level_6,Innov-X Systems,27000000.0,success,1,Information Technology,2198.0,0.0,20,North America
2623,level_7,level_5,level_4,level_6,Innovative Silicon,47000000.0,failure,3,Media & Publishing,790.0,1344.0,19,North America
2624,level_5,level_7,level_0,level_6,Innovative Spinal Technologies,18000000.0,success,1,Health Care & Biotechnology,2442.0,0.0,19,North America
2625,level_2,level_7,level_0,level_7,Innovectra,1790000.0,success,1,Media & Publishing,4259.0,0.0,25,North America
2626,level_2,level_8,level_0,level_7,Innoveer Solutions,1900000.0,success,1,Services,5165.0,0.0,23,North America
2627,level_7,level_7,level_4,level_6,Inogen,51645996.0,success,3,Health Care & Biotechnology,2239.0,1880.0,20,North America
2628,level_7,level_7,level_5,level_7,Inotek Pharmaceuticals,69900000.0,success,4,Health Care & Biotechnology,3026.0,3453.0,25,North America
2629,level_8,level_8,level_2,level_8,Inovio Pharmaceuticals,108300000.0,failure,2,Health Care & Biotechnology,11385.0,567.0,38,North America
2630,level_5,level_5,level_4,level_7,Inovys,34000000.0,success,2,Information Technology,882.0,992.0,22,North America
2631,level_7,level_1,level_5,level_7,INPHI,45795664.0,success,4,Media & Publishing,92.0,3436.0,21,North America
2632,level_7,level_7,level_0,level_7,InPhonic,56000000.0,success,1,Information Technology,2371.0,0.0,24,North America
2633,level_1,level_1,level_0,level_1,Inporia,1250000.0,failure,1,Commerce & Marketing,99.0,0.0,10,North America
2634,level_2,level_2,level_0,level_6,InQuira,9250000.0,success,1,Services,573.0,0.0,19,North America
2635,level_2,level_3,level_2,level_1,Inside Social,2245000.0,success,3,Data Science,582.0,114.0,9,North America
2636,level_6,level_0,level_0,level_2,InsideAxisÃ¢âÂ¢,38730470.0,failure,1,Information Technology,0.0,0.0,12,North America
2637,level_6,level_8,level_0,level_8,Insight Communications,38730470.0,success,1,Information Technology,9222.0,0.0,36,North America
2638,level_2,level_5,level_2,level_2,Insightera,6500000.0,success,2,Services,1363.0,275.0,12,North America
2639,level_1,level_0,level_0,level_1,Insightfulinc,250000.0,failure,1,Information Technology,0.0,0.0,8,North America
2640,level_6,level_0,level_0,level_0,InsightRX,38730470.0,failure,1,Health Care & Biotechnology,0.0,0.0,6,North America
2641,level_5,level_8,level_4,level_8,InSite Vision,24568730.0,success,2,Health Care & Biotechnology,9333.0,1190.0,35,North America
2642,level_4,level_2,level_2,level_7,InSiteOne,10250000.0,success,2,Information Technology,473.0,561.0,22,North America
2643,level_6,level_5,level_4,level_1,inSparq,38730470.0,success,3,Information Technology,638.0,1096.0,11,North America
2644,level_2,level_7,level_0,level_7,Inspiris,8020000.0,success,1,Health Care & Biotechnology,2269.0,0.0,23,North America
2645,level_6,level_5,level_0,level_5,Instablogs,38730470.0,success,1,Information Technology,939.0,0.0,16,North America
2646,level_2,level_2,level_2,level_1,InstaEDU,5100000.0,failure,2,Education,211.0,441.0,10,North America
2647,level_1,level_1,level_0,level_2,Instagarage,25000.0,failure,1,Information Technology,3.0,0.0,14,North America
2648,level_7,level_0,level_3,level_1,Instagram,57500000.0,success,3,Electronics,0.0,762.0,11,North America
2649,level_6,level_7,level_0,level_8,InstallShield Software Corporation,38730470.0,success,1,Information Technology,4058.0,0.0,34,North America
2650,level_2,level_7,level_0,level_7,Instantis,8800000.0,success,1,Information Technology,2693.0,0.0,22,North America
2651,level_6,level_1,level_0,level_2,InstantQ,38730470.0,failure,1,Media & Publishing,93.0,0.0,12,North America
2652,level_2,level_2,level_4,level_2,Instinctiv,1420698.0,success,4,Electronics,305.0,1068.0,14,North America
2653,level_7,level_5,level_4,level_2,Instructure,79100000.0,success,4,Education,669.0,1816.0,13,North America
2654,level_7,level_3,level_4,level_7,Insulet,68500000.0,success,3,Health Care & Biotechnology,585.0,937.0,21,North America
2655,level_5,level_1,level_3,level_7,Insurance Noodle,16150000.0,success,3,Other,30.0,639.0,21,North America
2656,level_2,level_2,level_0,level_5,InsureWorx,6000000.0,success,1,Information Technology,389.0,0.0,16,North America
2657,level_3,level_8,level_0,level_7,Insuritas,10000000.0,failure,1,Services,5332.0,0.0,23,North America
2658,level_7,level_8,level_0,level_8,Insurity,49750000.0,success,1,Information Technology,9845.0,0.0,36,North America
2659,level_2,level_8,level_0,level_7,Insys Therapeutics,2315006.0,success,1,Health Care & Biotechnology,4834.0,0.0,23,North America
2660,level_7,level_8,level_3,level_8,Intechra Holdings,52500000.0,success,4,Electronics,6815.0,632.0,34,North America
2661,level_1,level_2,level_0,level_1,IntegralReach,50000.0,success,1,Media & Publishing,205.0,0.0,9,North America
2662,level_2,level_7,level_0,level_7,Integrated Materials,8800000.0,success,1,Information Technology,2889.0,0.0,23,North America
2663,level_6,level_7,level_0,level_8,Integrated Systems Inc.,38730470.0,failure,1,Services,2283.0,0.0,40,North America
2664,level_5,level_8,level_3,level_7,Integration Associates,11000000.0,success,2,Media & Publishing,4789.0,779.0,30,North America
2665,level_5,level_5,level_5,level_6,Integrien,36518950.0,success,5,Information Technology,1138.0,2279.0,20,North America
2666,level_5,level_5,level_4,level_3,Intela,13250000.0,success,2,Media & Publishing,1446.0,934.0,15,North America
2667,level_5,level_5,level_0,level_6,Inteliquent,12000000.0,success,1,Information Technology,792.0,0.0,17,North America
2668,level_5,level_8,level_0,level_6,Intelius,31000000.0,success,1,Information Technology,4577.0,0.0,18,North America
2669,level_2,level_8,level_4,level_7,Intellicheck Mobilisa,4500000.0,success,2,Information Technology,6116.0,1202.0,27,North America
2670,level_6,level_7,level_0,level_7,IntelliChem,38730470.0,success,1,Information Technology,1813.0,0.0,23,North America
2671,level_8,level_5,level_4,level_7,Intelliden,105000000.0,success,4,Information Technology,789.0,1909.0,21,North America
2672,level_1,level_5,level_0,level_5,Intelligent Bio-Systems,353000.0,success,1,Health Care & Biotechnology,1181.0,0.0,16,North America
2673,level_6,level_7,level_0,level_8,Intelligroup,38730470.0,success,1,Information Technology,3393.0,0.0,34,North America
2674,level_6,level_7,level_0,level_8,"IntelliQuest Information Group, Inc",38730470.0,success,1,Information Technology,3068.0,0.0,36,North America
2675,level_4,level_7,level_4,level_7,Intellitactics,10300000.0,success,2,Information Technology,2660.0,917.0,25,North America
2676,level_5,level_1,level_4,level_6,Intelliworks,23950000.0,success,5,Education,75.0,1977.0,17,North America
2677,level_6,level_7,level_0,level_8,Intellution,38730470.0,success,1,Services,3850.0,0.0,41,North America
2678,level_1,level_2,level_2,level_3,IntenseDebate,515000.0,success,2,Media & Publishing,243.0,61.0,15,North America
2679,level_7,level_8,level_4,level_8,Interact Public Safety,70202610.0,success,5,Data Science,12225.0,1672.0,46,North America
